category,current_avg_monthly_spend,spend_vs_cluster_benchmark,spend_volatility_normalised,income_bracket_encoded,category_type,months_consistently_present,realistic_reduction_pct
entertainment,20405.92,0.9307,0.085,3,1.0,9,0.0939
utilities,5463.29,0.5145,0.085,3,0.1,12,0.0273
healthcare,741.7,0.1376,0.085,3,0.05,12,0.0
investments,48536.41,1.3442,0.085,3,0.3,7,0.0428
fuel,4920.58,0.5495,0.085,3,0.45,8,0.1814
food,23061.45,0.8645,0.0268,3,0.5,11,0.0829
groceries,8999.59,0.4226,0.0268,3,0.15,10,0.0
transport,16767.09,1.0486,0.0268,3,0.4,10,0.1098
shopping,34418.07,0.7285,0.0268,3,0.9,9,0.1994
entertainment,25364.91,0.7814,0.0268,3,1.0,9,0.2379
utilities,19231.26,1.2232,0.0268,3,0.1,11,0.0
healthcare,11838.75,1.4832,0.0268,3,0.05,12,0.0707
investments,51827.99,0.9694,0.0268,3,0.3,7,0.0
fuel,10472.74,0.7899,0.0268,3,0.45,11,0.1282
food,27961.04,0.8404,0.0453,3,0.5,8,0.1013
groceries,22048.13,0.8302,0.0453,3,0.15,10,0.0
transport,21413.41,1.0737,0.0453,3,0.4,8,0.0947
shopping,59195.89,1.0045,0.0453,3,0.9,5,0.1187
entertainment,51312.01,1.2673,0.0453,3,1.0,6,0.2653
utilities,15133.04,0.7717,0.0453,3,0.1,11,0.0
healthcare,15199.85,1.5268,0.0453,3,0.05,11,0.0976
investments,83782.9,1.2565,0.0453,3,0.3,10,0.0
fuel,13295.69,0.804,0.0453,3,0.45,8,0.0853
food,44497.75,1.6054,0.0394,3,0.5,8,0.1752
groceries,21650.56,0.9786,0.0394,3,0.15,12,0.0
transport,19674.74,1.1843,0.0394,3,0.4,7,0.1523
shopping,61222.68,1.2472,0.0394,3,0.9,7,0.2046
entertainment,17086.69,0.5066,0.0394,3,1.0,7,0.2763
utilities,13162.88,0.8058,0.0394,3,0.1,12,0.0
healthcare,10825.28,1.3054,0.0394,3,0.05,10,0.0522
investments,65814.38,1.1849,0.0394,3,0.3,8,0.0
fuel,13329.85,0.9677,0.0394,3,0.45,8,0.0635
food,15491.1,0.6205,0.0428,3,0.5,9,0.1616
groceries,22584.92,1.1333,0.0428,3,0.15,11,0.0621
transport,24088.91,1.6097,0.0428,3,0.4,10,0.18
shopping,34416.31,0.7783,0.0428,3,0.9,8,0.2836
entertainment,18072.95,0.5949,0.0428,3,1.0,5,0.3352
utilities,17947.62,1.2198,0.0428,3,0.1,11,0.015
healthcare,12483.12,1.6711,0.0428,3,0.05,12,0.078
investments,45896.77,0.9173,0.0428,3,0.3,7,0.0
fuel,9399.94,0.7576,0.0428,3,0.45,11,0.0848
food,23634.59,1.252,0.0575,3,0.5,7,0.1094
groceries,15484.73,1.0277,0.0575,3,0.15,11,0.0211
transport,10215.75,0.9028,0.0575,3,0.4,10,0.0957
shopping,30931.55,0.9252,0.0575,3,0.9,8,0.3544
entertainment,34305.21,1.4934,0.0575,3,1.0,9,0.1846
utilities,13987.43,1.2572,0.0575,3,0.1,10,0.0418
healthcare,7770.79,1.3758,0.0575,3,0.05,10,0.0
investments,17455.86,0.4614,0.0575,3,0.3,11,0.0
fuel,11011.78,1.1737,0.0575,3,0.45,7,0.1571
food,39470.14,1.0843,0.0529,3,0.5,7,0.0489
groceries,35450.03,1.2201,0.0529,3,0.15,10,0.0669
transport,21050.74,0.9648,0.0529,3,0.4,10,0.0127
shopping,67903.25,1.0533,0.0529,3,0.9,7,0.1588
entertainment,63298.4,1.429,0.0529,3,1.0,6,0.3541
utilities,23682.08,1.1039,0.0529,3,0.1,11,0.0206
healthcare,19004.14,1.745,0.0529,3,0.05,11,0.1037
investments,82119.81,1.1258,0.0529,3,0.3,9,0.0
fuel,12900.89,0.7131,0.0529,3,0.45,7,0.1568
food,16844.01,0.7751,0.07,3,0.5,10,0.1929
groceries,13003.93,0.7497,0.07,3,0.15,10,0.033
transport,13396.66,1.0285,0.07,3,0.4,11,0.0377
shopping,30306.13,0.7874,0.07,3,0.9,5,0.2992
entertainment,29040.65,1.0982,0.07,3,1.0,6,0.1883
utilities,10363.87,0.8092,0.07,3,0.1,11,0.0
healthcare,4167.37,0.6409,0.07,3,0.05,12,0.0376
investments,24306.0,0.5581,0.07,3,0.3,8,0.0
fuel,13483.94,1.2485,0.07,3,0.45,8,0.2459
food,27144.89,0.8814,0.0525,3,0.5,8,0.0804
groceries,17542.75,0.9035,0.0525,3,0.15,10,0.0
transport,18566.72,1.2529,0.0525,3,0.4,11,0.1047
shopping,21406.79,0.7035,0.0525,3,0.9,6,0.2712
entertainment,20943.1,1.3301,0.0525,3,1.0,7,0.2213
utilities,19513.41,1.2423,0.0525,3,0.1,10,0.02
healthcare,4675.49,0.5681,0.0525,3,0.05,11,0.0
investments,40243.99,1.6677,0.0525,3,0.3,11,0.0754
fuel,18257.59,1.2999,0.0525,3,0.45,8,0.2009
food,10365.04,0.5984,0.0684,3,0.5,9,0.0714
groceries,15704.08,1.1358,0.0684,3,0.15,10,0.0342
transport,16486.68,1.5879,0.0684,3,0.4,8,0.1456
shopping,15495.39,0.5051,0.0684,3,0.9,9,0.2516
entertainment,17547.53,0.8325,0.0684,3,1.0,9,0.2536
utilities,5982.51,0.586,0.0684,3,0.1,10,0.0191
healthcare,869.55,0.1678,0.0684,3,0.05,10,0.0125
investments,45234.02,1.3031,0.0684,3,0.3,10,0.0
fuel,11999.8,1.3939,0.0684,3,0.45,8,0.1171
food,26192.19,1.3976,0.0319,3,0.5,9,0.0739
groceries,14601.39,0.9761,0.0319,3,0.15,11,0.0
transport,12324.63,1.0972,0.0319,3,0.4,11,0.135
shopping,44500.38,1.3407,0.0319,3,0.9,8,0.2311
entertainment,9615.09,0.4216,0.0319,3,1.0,8,0.3434
utilities,8806.0,0.7973,0.0319,3,0.1,12,0.0
healthcare,6134.09,1.094,0.0319,3,0.05,10,0.0
investments,48602.32,1.2941,0.0319,3,0.3,11,0.0112
fuel,7959.27,0.8545,0.0319,3,0.45,11,0.1289
food,51524.1,1.6456,0.052,3,0.5,7,0.1762
groceries,22445.52,0.8981,0.052,3,0.15,11,0.0
transport,17604.33,0.938,0.052,3,0.4,9,0.0603
shopping,52907.3,0.9541,0.052,3,0.9,4,0.1852
entertainment,40049.85,1.0512,0.052,3,1.0,5,0.1385
utilities,13077.5,0.7087,0.052,3,0.1,10,0.022
healthcare,4746.88,0.5067,0.052,3,0.05,11,0.0
investments,54007.57,0.8607,0.052,3,0.3,8,0.0
fuel,20119.23,1.2929,0.052,3,0.45,8,0.161
food,36793.15,1.3645,0.0623,3,0.5,7,0.1699
groceries,16298.36,0.7572,0.0623,3,0.15,11,0.0
transport,22958.49,1.4204,0.0623,3,0.4,7,0.1186
shopping,59724.56,1.2506,0.0623,3,0.9,5,0.3426
entertainment,30836.94,0.9398,0.0623,3,1.0,6,0.1977
utilities,12345.6,0.7768,0.0623,3,0.1,11,0.0
healthcare,12562.19,1.557,0.0623,3,0.05,12,0.0799
investments,51467.09,0.9524,0.0623,3,0.3,8,0.0
fuel,14186.61,1.0586,0.0623,3,0.45,10,0.1056
food,19118.41,1.2369,0.0712,3,0.5,7,0.1129
groceries,10785.14,0.8742,0.0712,3,0.15,11,0.0324
transport,4919.27,0.531,0.0712,3,0.4,11,0.1376
shopping,21073.7,0.7698,0.0712,3,0.9,5,0.3007
entertainment,18032.13,0.9587,0.0712,3,1.0,5,0.2474
utilities,3460.56,0.3799,0.0712,3,0.1,11,0.0349
healthcare,2017.36,0.4362,0.0712,3,0.05,12,0.0
investments,29701.81,0.9589,0.0712,3,0.3,11,0.0027
fuel,13159.42,1.7131,0.0712,3,0.45,9,0.2033
food,42508.15,1.2751,0.0657,3,0.5,7,0.1252
groceries,25371.0,0.9535,0.0657,3,0.15,11,0.0
transport,15128.88,0.7571,0.0657,3,0.4,11,0.0717
shopping,73636.16,1.2472,0.0657,3,0.9,9,0.2306
entertainment,39060.64,0.9629,0.0657,3,1.0,9,0.2502
utilities,17906.98,0.9114,0.0657,3,0.1,12,0.0
healthcare,10442.95,1.047,0.0657,3,0.05,10,0.0
investments,75376.65,1.1283,0.0657,3,0.3,7,0.0
fuel,13823.52,0.8343,0.0657,3,0.45,11,0.0738
food,38205.93,1.0552,0.0358,3,0.5,7,0.1085
groceries,22538.23,0.7799,0.0358,3,0.15,12,0.0
transport,24355.83,1.1223,0.0358,3,0.4,8,0.159
shopping,66923.99,1.0437,0.0358,3,0.9,9,0.3214
entertainment,41077.74,0.9323,0.0358,3,1.0,5,0.2421
utilities,24792.05,1.1618,0.0358,3,0.1,11,0.0125
healthcare,11523.58,1.0638,0.0358,3,0.05,10,0.0083
investments,82300.88,1.1343,0.0358,3,0.3,10,0.0841
fuel,22683.63,1.2606,0.0358,3,0.45,11,0.1886
food,22839.18,1.2681,0.0418,3,0.5,8,0.237
groceries,11953.05,0.8314,0.0418,3,0.15,11,0.0296
transport,15605.87,1.4456,0.0418,3,0.4,9,0.1051
shopping,36582.48,1.1468,0.0418,3,0.9,6,0.3328
entertainment,9547.97,0.4356,0.0418,3,1.0,6,0.215
utilities,15551.62,1.4651,0.0418,3,0.1,12,0.0
healthcare,5931.32,1.1007,0.0418,3,0.05,12,0.0037
investments,29475.75,0.8166,0.0418,3,0.3,7,0.0038
fuel,4520.82,0.5051,0.0418,3,0.45,7,0.0429
food,20446.62,1.2932,0.0792,3,0.5,7,0.1536
groceries,11080.54,0.878,0.0792,3,0.15,11,0.0
transport,11953.65,1.2613,0.0792,3,0.4,9,0.2504
shopping,32924.13,1.1757,0.0792,3,0.9,7,0.2373
entertainment,16223.95,0.8432,0.0792,3,1.0,4,0.2908
utilities,14064.99,1.5094,0.0792,3,0.1,12,0.074
healthcare,3921.05,0.8289,0.0792,3,0.05,11,0.0243
investments,32574.89,1.0281,0.0792,3,0.3,7,0.0
fuel,7524.61,0.9576,0.0792,3,0.45,8,0.0723
food,24094.57,1.244,0.0216,3,0.5,7,0.1049
groceries,13826.66,0.8943,0.0216,3,0.15,12,0.0
transport,6378.55,0.5494,0.0216,3,0.4,10,0.1663
shopping,14876.79,0.4337,0.0216,3,0.9,6,0.2158
entertainment,40643.78,1.7244,0.0216,3,1.0,6,0.4435
utilities,8984.42,0.7871,0.0216,3,0.1,11,0.0167
healthcare,2197.49,0.3792,0.0216,3,0.05,12,0.0
investments,55676.15,1.4344,0.0216,3,0.3,11,0.0242
fuel,2041.91,0.2121,0.0216,3,0.45,8,0.0681
food,16378.05,0.743,0.0875,3,0.5,7,0.1604
groceries,7547.18,0.4289,0.0875,3,0.15,10,0.0141
transport,8830.87,0.6683,0.0875,3,0.4,7,0.1543
shopping,54490.2,1.3957,0.0875,3,0.9,8,0.2892
entertainment,23261.25,0.8672,0.0875,3,1.0,9,0.301
utilities,14452.52,1.1124,0.0875,3,0.1,11,0.0245
healthcare,9981.76,1.5134,0.0875,3,0.05,10,0.092
investments,15603.41,0.3532,0.0875,3,0.3,9,0.0
fuel,11287.57,1.0303,0.0875,3,0.45,10,0.1176
food,24894.24,0.8203,0.0651,3,0.5,8,0.0765
groceries,36046.38,1.4881,0.0651,3,0.15,11,0.0
transport,20750.28,1.1407,0.0651,3,0.4,8,0.1437
shopping,1523.52,0.0283,0.0651,3,0.9,6,0.3321
entertainment,17550.9,0.4752,0.0651,3,1.0,4,0.276
utilities,28215.51,1.5775,0.0651,3,0.1,12,0.0955
healthcare,8897.33,0.9799,0.0651,3,0.05,10,0.0
investments,84037.12,1.3818,0.0651,3,0.3,9,0.0103
fuel,11639.66,0.7717,0.0651,3,0.45,7,0.1732
food,28703.47,0.997,0.0569,3,0.5,10,0.1539
groceries,29888.61,1.3006,0.0569,3,0.15,12,0.0
transport,13614.64,0.7889,0.0569,3,0.4,11,0.0367
shopping,39283.0,0.7704,0.0569,3,0.9,4,0.2461
entertainment,27547.24,0.7863,0.0569,3,1.0,4,0.2415
utilities,18384.1,1.0835,0.0569,3,0.1,12,0.0
healthcare,7920.19,0.9195,0.0569,3,0.05,10,0.0
investments,45526.66,0.7891,0.0569,3,0.3,11,0.0
fuel,4017.91,0.2808,0.0569,3,0.45,9,0.0964
food,5243.31,0.257,0.0719,3,0.5,7,0.1629
groceries,16917.85,1.039,0.0719,3,0.15,10,0.0272
transport,13251.64,1.0838,0.0719,3,0.4,7,0.0693
shopping,41864.52,1.1587,0.0719,3,0.9,5,0.3034
entertainment,29043.0,1.17,0.0719,3,1.0,6,0.3532
utilities,10056.5,0.8365,0.0719,3,0.1,11,0.0395
healthcare,1024.08,0.1678,0.0719,3,0.05,11,0.003
investments,42376.56,1.0366,0.0719,3,0.3,7,0.0393
fuel,10404.68,1.0263,0.0719,3,0.45,7,0.0981
food,14292.16,0.5138,0.0768,3,0.5,8,0.0743
groceries,13820.99,0.7652,0.0768,3,0.15,10,0.0
transport,13367.27,0.9611,0.0768,3,0.4,10,0.1876
shopping,14885.48,0.9353,0.0768,3,0.9,7,0.3031
entertainment,24710.25,2.7495,0.0768,3,1.0,6,0.4607
utilities,9877.12,0.636,0.0768,3,0.1,11,0.0
healthcare,13768.64,1.9824,0.0768,3,0.05,12,0.1136
investments,14519.02,1.1476,0.0768,3,0.3,9,0.0734
fuel,5741.29,0.5752,0.0768,3,0.45,10,0.1385
food,25461.4,0.9096,0.0559,3,0.5,9,0.1363
groceries,10819.69,0.4843,0.0559,3,0.15,12,0.0
transport,17058.58,1.0168,0.0559,3,0.4,11,0.0269
shopping,53311.57,1.0754,0.0559,3,0.9,4,0.1094
entertainment,20065.61,0.5891,0.0559,3,1.0,8,0.1685
utilities,9864.19,0.598,0.0559,3,0.1,11,0.049
healthcare,11578.48,1.3826,0.0559,3,0.05,10,0.0161
investments,63709.72,1.1358,0.0559,3,0.3,8,0.0
fuel,25826.75,1.8566,0.0559,3,0.45,10,0.2493
food,12470.06,0.5141,0.0448,3,0.5,8,0.1398
groceries,20409.98,1.0541,0.0448,3,0.15,12,0.0251
transport,15465.8,1.0637,0.0448,3,0.4,9,0.028
shopping,34414.44,0.801,0.0448,3,0.9,8,0.2042
entertainment,27156.48,0.92,0.0448,3,1.0,6,0.1579
utilities,15197.88,1.063,0.0448,3,0.1,12,0.0
healthcare,12299.57,1.6946,0.0448,3,0.05,10,0.0516
investments,42890.18,0.8823,0.0448,3,0.3,10,0.0
fuel,1217.78,0.101,0.0448,3,0.45,11,0.1519
food,20245.79,0.6667,0.063,3,0.5,9,0.1624
groceries,25185.27,1.039,0.063,3,0.15,11,0.02
transport,19117.63,1.0503,0.063,3,0.4,9,0.1481
shopping,75891.22,1.411,0.063,3,0.9,4,0.344
entertainment,42564.94,1.1518,0.063,3,1.0,7,0.2248
utilities,20916.58,1.1687,0.063,3,0.1,12,0.0
healthcare,9970.44,1.0973,0.063,3,0.05,11,0.0023
investments,35674.05,0.5862,0.063,3,0.3,10,0.0
fuel,1524.53,0.101,0.063,3,0.45,11,0.1006
food,31049.18,1.2831,0.0674,3,0.5,8,0.1089
groceries,23201.85,1.2013,0.0674,3,0.15,10,0.0321
transport,13945.41,0.9615,0.0674,3,0.4,9,0.1276
shopping,64989.48,1.5164,0.0674,3,0.9,7,0.3219
entertainment,19679.06,0.6683,0.0674,3,1.0,4,0.2133
utilities,11029.99,0.7734,0.0674,3,0.1,11,0.0
healthcare,8673.36,1.198,0.0674,3,0.05,12,0.0461
investments,48638.85,1.003,0.0674,3,0.3,8,0.013
fuel,9620.87,0.8,0.0674,3,0.45,10,0.0552
food,16888.48,0.7861,0.076,3,0.5,7,0.1735
groceries,21698.35,1.2654,0.076,3,0.15,11,0.0611
transport,10784.47,0.8375,0.076,3,0.4,10,0.0752
shopping,42533.94,1.1179,0.076,3,0.9,9,0.3192
entertainment,19412.04,0.7426,0.076,3,1.0,5,0.1914
utilities,17082.6,1.3492,0.076,3,0.1,12,0.0448
healthcare,1078.45,0.1678,0.076,3,0.05,11,0.0474
investments,51010.53,1.1849,0.076,3,0.3,10,0.0
fuel,9684.45,0.9071,0.076,3,0.45,11,0.0913
food,24378.32,0.9137,0.05,3,0.5,8,0.1414
groceries,28557.46,1.3409,0.05,3,0.15,12,0.0147
transport,7688.55,0.4807,0.05,3,0.4,10,0.1712
shopping,45809.81,0.9694,0.05,3,0.9,7,0.1211
entertainment,41335.99,1.2731,0.05,3,1.0,7,0.2139
utilities,17118.4,1.0886,0.05,3,0.1,10,0.0097
healthcare,1339.47,0.1678,0.05,3,0.05,10,0.0
investments,51542.73,0.9639,0.05,3,0.3,10,0.0
fuel,17573.82,1.3253,0.05,3,0.45,9,0.1672
food,40301.65,1.0542,0.0731,3,0.5,11,0.1554
groceries,41414.75,1.3572,0.0731,3,0.15,10,0.0502
transport,32893.82,1.4355,0.0731,3,0.4,11,0.1915
shopping,84556.7,1.2489,0.0731,3,0.9,4,0.3364
entertainment,34198.83,0.7351,0.0731,3,1.0,7,0.228
utilities,24987.02,1.109,0.0731,3,0.1,11,0.0069
healthcare,1919.13,0.1678,0.0731,3,0.05,12,0.0001
investments,100447.07,1.3111,0.0731,3,0.3,7,0.0509
fuel,21609.36,1.1374,0.0731,3,0.45,10,0.2556
food,12343.59,0.4096,0.0714,3,0.5,8,0.0309
groceries,24929.21,1.0365,0.0714,3,0.15,10,0.0248
transport,26986.47,1.4941,0.0714,3,0.4,8,0.1559
shopping,73970.76,1.3861,0.0714,3,0.9,4,0.3047
entertainment,20118.84,0.5487,0.0714,3,1.0,8,0.2277
utilities,22750.93,1.2811,0.0714,3,0.1,12,0.0435
healthcare,11678.0,1.2953,0.0714,3,0.05,11,0.0704
investments,72548.83,1.2014,0.0714,3,0.3,7,0.0014
fuel,22599.66,1.5091,0.0714,3,0.45,9,0.263
food,45079.04,1.8072,0.0874,3,0.5,11,0.2506
groceries,20335.65,1.0214,0.0874,3,0.15,12,0.0
transport,13648.93,0.9129,0.0874,3,0.4,7,0.1055
shopping,48585.19,1.0998,0.0874,3,0.9,7,0.2288
entertainment,37064.99,1.2211,0.0874,3,1.0,5,0.2612
utilities,9115.98,0.6201,0.0874,3,0.1,11,0.047
healthcare,1677.94,0.2248,0.0874,3,0.05,12,0.0
investments,24017.11,0.4805,0.0874,3,0.3,7,0.0262
fuel,16679.24,1.3455,0.0874,3,0.45,7,0.158
food,45550.27,1.3926,0.0636,3,0.5,10,0.0858
groceries,26502.57,1.0151,0.0636,3,0.15,10,0.0
transport,21510.76,1.0972,0.0636,3,0.4,9,0.0663
shopping,55763.77,0.9626,0.0636,3,0.9,8,0.1672
entertainment,42988.68,1.08,0.0636,3,1.0,4,0.1623
utilities,21806.33,1.1312,0.0636,3,0.1,12,0.041
healthcare,9491.01,0.9698,0.0636,3,0.05,11,0.0
investments,71593.06,1.0922,0.0636,3,0.3,8,0.0
fuel,16781.68,1.0323,0.0636,3,0.45,7,0.1248
food,26511.11,1.0412,0.0675,3,0.5,11,0.0509
groceries,24056.85,1.1836,0.0675,3,0.15,11,0.0184
transport,17946.77,1.1759,0.0675,3,0.4,8,0.0861
shopping,35049.89,0.7772,0.0675,3,0.9,9,0.2831
entertainment,29860.15,0.9637,0.0675,3,1.0,4,0.3343
utilities,11632.17,0.7751,0.0675,3,0.1,12,0.0102
healthcare,2658.78,0.349,0.0675,3,0.05,10,0.0153
investments,79610.03,1.5601,0.0675,3,0.3,10,0.0712
fuel,12552.51,0.9919,0.0675,3,0.45,11,0.071
food,31825.88,0.8855,0.0606,3,0.5,10,0.0312
groceries,23346.2,0.8138,0.0606,3,0.15,12,0.0
transport,13098.41,0.608,0.0606,3,0.4,9,0.109
shopping,92735.27,1.4569,0.0606,3,0.9,7,0.2105
entertainment,55569.0,1.2706,0.0606,3,1.0,4,0.1895
utilities,17861.46,0.8433,0.0606,3,0.1,11,0.0
healthcare,13784.0,1.2819,0.0606,3,0.05,11,0.0109
investments,57770.11,0.8021,0.0606,3,0.3,9,0.0
fuel,19196.56,1.0747,0.0606,3,0.45,10,0.102
food,45957.63,1.2179,0.0291,3,0.5,7,0.1526
groceries,22846.21,0.7585,0.0291,3,0.15,11,0.0234
transport,16784.2,0.742,0.0291,3,0.4,8,0.1507
shopping,49026.52,0.7336,0.0291,3,0.9,4,0.1727
entertainment,61415.76,1.3375,0.0291,3,1.0,8,0.3139
utilities,25081.57,1.1278,0.0291,3,0.1,11,0.0055
healthcare,12465.01,1.104,0.0291,3,0.05,12,0.0386
investments,16140.11,0.2134,0.0291,3,0.3,9,0.0
fuel,21482.26,1.1455,0.0291,3,0.45,10,0.1105
food,21265.92,0.8685,0.0827,3,0.5,8,0.0909
groceries,22986.87,1.1761,0.0827,3,0.15,12,0.0575
transport,13325.01,0.9079,0.0827,3,0.4,7,0.1054
shopping,53250.86,1.2279,0.0827,3,0.9,8,0.3006
entertainment,33607.54,1.1279,0.0827,3,1.0,9,0.3558
utilities,19520.4,1.3526,0.0827,3,0.1,10,0.0138
healthcare,1229.24,0.1678,0.0827,3,0.05,12,0.006
investments,55611.01,1.1333,0.0827,3,0.3,11,0.0426
fuel,14824.68,1.2182,0.0827,3,0.45,8,0.2087
food,26170.88,1.1616,0.0969,3,0.5,9,0.1571
groceries,18615.93,1.0352,0.0969,3,0.15,10,0.0
transport,15313.47,1.134,0.0969,3,0.4,9,0.1567
shopping,34313.94,0.86,0.0969,3,0.9,5,0.1688
entertainment,34698.47,1.2657,0.0969,3,1.0,7,0.2995
utilities,14137.25,1.0647,0.0969,3,0.1,10,0.0179
healthcare,10563.35,1.5671,0.0969,3,0.05,11,0.0627
investments,54309.66,1.2029,0.0969,3,0.3,7,0.0699
fuel,10540.73,0.9414,0.0969,3,0.45,8,0.1092
food,27854.35,0.8695,0.04,3,0.5,10,0.1183
groceries,27661.36,1.0818,0.04,3,0.15,11,0.0
transport,17626.08,0.9179,0.04,3,0.4,7,0.1288
shopping,64039.27,1.1287,0.04,3,0.9,5,0.1984
entertainment,40623.61,1.0421,0.04,3,1.0,5,0.1836
utilities,15664.05,0.8296,0.04,3,0.1,10,0.0
healthcare,6143.4,0.6409,0.04,3,0.05,11,0.0
investments,97265.07,1.515,0.04,3,0.3,7,0.1
fuel,8684.38,0.5455,0.04,3,0.45,9,0.0394
food,1060.41,0.0633,0.0322,3,0.5,8,0.1628
groceries,19188.37,1.434,0.0322,3,0.15,11,0.0317
transport,10452.61,1.0402,0.0322,3,0.4,10,0.1002
shopping,31290.51,1.0539,0.0322,3,0.9,6,0.3097
entertainment,22941.89,1.1246,0.0322,3,1.0,9,0.2062
utilities,14593.26,1.477,0.0322,3,0.1,10,0.0
healthcare,841.6,0.1678,0.0322,3,0.05,11,0.0001
investments,35246.01,1.0491,0.0322,3,0.3,10,0.0
fuel,9207.05,1.1051,0.0322,3,0.45,7,0.1507
food,13460.46,0.8012,0.0574,3,0.5,7,0.0634
groceries,14050.83,1.0478,0.0574,3,0.15,10,0.0
transport,10272.46,1.0201,0.0574,3,0.4,11,0.061
shopping,35051.17,1.178,0.0574,3,0.9,7,0.3103
entertainment,17711.13,0.8663,0.0574,3,1.0,8,0.2553
utilities,5988.05,0.6048,0.0574,3,0.1,12,0.0362
healthcare,4891.65,0.9732,0.0574,3,0.05,10,0.0
investments,44918.8,1.3342,0.0574,3,0.3,8,0.0595
fuel,8619.42,1.0323,0.0574,3,0.45,10,0.1898
food,8862.71,0.3482,0.0541,3,0.5,11,0.1293
groceries,13302.06,0.8289,0.0541,3,0.15,11,0.0
transport,11880.83,0.97,0.0541,3,0.4,11,0.1034
shopping,34508.7,1.3721,0.0541,3,0.9,6,0.3076
entertainment,15617.54,1.2,0.0541,3,1.0,8,0.3832
utilities,10587.35,0.8155,0.0541,3,0.1,10,0.0438
healthcare,4902.44,0.7207,0.0541,3,0.05,10,0.0
investments,32368.87,1.6229,0.0541,3,0.3,9,0.0289
fuel,12455.71,1.0729,0.0541,3,0.45,9,0.0869
food,44508.99,1.2791,0.075,3,0.5,9,0.2163
groceries,33224.53,1.1962,0.075,3,0.15,10,0.0429
transport,25818.01,1.2379,0.075,3,0.4,9,0.1509
shopping,47268.97,0.767,0.075,3,0.9,9,0.2546
entertainment,49225.4,1.1625,0.075,3,1.0,8,0.2445
utilities,15476.83,0.7547,0.075,3,0.1,10,0.0162
healthcare,13590.26,1.3054,0.075,3,0.05,10,0.0815
investments,92756.17,1.3302,0.075,3,0.3,8,0.0291
fuel,20088.44,1.1616,0.075,3,0.45,11,0.1192
food,43691.46,1.1135,0.0434,3,0.5,7,0.164
groceries,27341.63,0.873,0.0434,3,0.15,11,0.0
transport,14458.76,0.6147,0.0434,3,0.4,11,0.057
shopping,84703.91,1.2188,0.0434,3,0.9,5,0.2034
entertainment,54328.69,1.1378,0.0434,3,1.0,4,0.2187
utilities,24268.65,1.0494,0.0434,3,0.1,10,0.0
healthcare,20525.92,1.7483,0.0434,3,0.05,11,0.0194
investments,64690.15,0.8226,0.0434,3,0.3,9,0.0
fuel,21156.28,1.0848,0.0434,3,0.45,7,0.1301
food,38108.31,1.0944,0.0436,3,0.5,7,0.0743
groceries,20137.97,0.7245,0.0436,3,0.15,11,0.0
transport,34227.56,1.6399,0.0436,3,0.4,7,0.1715
shopping,53071.94,0.8605,0.0436,3,0.9,6,0.1452
entertainment,50240.04,1.1856,0.0436,3,1.0,5,0.3727
utilities,11677.23,0.569,0.0436,3,0.1,12,0.0
healthcare,1748.09,0.1678,0.0436,3,0.05,10,0.0
investments,60134.22,0.8617,0.0436,3,0.3,10,0.0
fuel,13180.58,0.7616,0.0436,3,0.45,8,0.0896
food,17232.14,0.9558,0.0633,3,0.5,8,0.1498
groceries,10317.56,0.717,0.0633,3,0.15,12,0.0
transport,12761.2,1.1809,0.0633,3,0.4,7,0.1105
shopping,48420.14,1.5164,0.0633,3,0.9,7,0.286
entertainment,25087.97,1.1436,0.0633,3,1.0,5,0.3334
utilities,14661.8,1.3799,0.0633,3,0.1,11,0.0271
healthcare,832.65,0.1544,0.0633,3,0.05,10,0.0089
investments,36238.18,1.003,0.0633,3,0.3,9,0.0
fuel,6407.75,0.7152,0.0633,3,0.45,9,0.066
food,1463.02,0.0502,0.0165,3,0.5,11,0.1475
groceries,31279.44,1.3447,0.0165,3,0.15,12,0.018
transport,28382.66,1.6248,0.0165,3,0.4,8,0.1422
shopping,42954.37,0.8322,0.0165,3,0.9,4,0.2324
entertainment,36634.11,1.033,0.0165,3,1.0,6,0.2045
utilities,21857.57,1.2726,0.0165,3,0.1,10,0.0411
healthcare,8631.84,0.9899,0.0165,3,0.05,10,0.0
investments,85879.49,1.4704,0.0165,3,0.3,8,0.0168
fuel,17848.89,1.2323,0.0165,3,0.45,11,0.1921
food,41100.27,1.3855,0.0445,3,0.5,11,0.1326
groceries,31182.6,1.317,0.0445,3,0.15,10,0.0352
transport,20579.92,1.1575,0.0445,3,0.4,9,0.1797
shopping,73206.13,1.3934,0.0445,3,0.9,4,0.2454
entertainment,39194.17,1.0858,0.0445,3,1.0,6,0.2856
utilities,15487.06,0.8859,0.0445,3,0.1,12,0.0046
healthcare,7147.87,0.8054,0.0445,3,0.05,10,0.0
investments,39075.04,0.6573,0.0445,3,0.3,9,0.0
fuel,22694.5,1.5394,0.0445,3,0.45,11,0.2549
food,28522.72,1.251,0.0291,3,0.5,9,0.1753
groceries,16504.72,0.9069,0.0291,3,0.15,12,0.0
transport,10301.14,0.7538,0.0291,3,0.4,7,0.1276
shopping,52375.59,1.2971,0.0291,3,0.9,8,0.293
entertainment,32643.18,1.1766,0.0291,3,1.0,9,0.2912
utilities,14696.3,1.0937,0.0291,3,0.1,12,0.0
healthcare,11834.87,1.7349,0.0291,3,0.05,12,0.0754
investments,43173.23,0.9449,0.0291,3,0.3,8,0.0075
fuel,15177.02,1.3394,0.0291,3,0.45,8,0.1844
